credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,fico_category,fico_cat_Poor,fico_cat_Fair,fico_cat_Good,fico_cat_Excellent,interest_tier,int_tier_Low,int_tier_Medium,int_tier_High,int_tier_Very High,dti_category,dti_cat_Low DTI,dti_cat_Medium DTI,dti_cat_High DTI,revol_util_category,util_cat_Very Low,util_cat_Low,util_cat_Medium,util_cat_High,util_cat_Very High,loan_amount,credit_years,credit_history_length,cred_hist_< 5 years,cred_hist_5-10 years,cred_hist_10-15 years,cred_hist_15+ years,fico_interest_interaction,dti_util_interaction,high_risk_flag,annual_income,monthly_income,payment_to_income_ratio,inquiries_per_year,combined_risk_score,has_delinquency,has_public_record,high_inquiries,high_utilization,meets_credit_policy
1,home_improvement,0.1028,97.2,12.20607265,0.0,677,3779.958333,0,0.0,0,1,0,0,Fair,False,True,False,False,Medium,False,True,False,False,,False,False,False,Very Low,True,False,False,False,False,3000.1106241369976,10.35605022739726,10-15 years,False,False,True,False,69.5956,0.0,0,200000.00089396513,16666.66674116376,0.005831999973931977,0.0,0.3611669541426277,1,0,0,0,1
1,credit_card,0.1122,164.23,10.30895266,18.64,702,5190.0,15840,47.1,0,0,0,0,Good,False,False,True,False,Medium,False,True,False,False,Medium DTI,False,True,False,Medium,False,False,True,False,False,5000.456813137234,14.219178082191782,10-15 years,False,False,True,False,78.7644,877.9440000000001,0,29999.999980671204,2499.999998389267,0.06569200004232491,0.0,0.48538019724866405,0,0,0,0,1
1,credit_card,0.0838,167.02,11.21182037,14.37,797,5610.958333,6844,14.4,0,0,0,0,Excellent,False,False,False,True,Medium,False,True,False,False,Medium DTI,False,True,False,Very Low,True,False,False,False,False,5300.209358006437,15.372488583561642,15+ years,False,False,False,True,66.7886,206.928,0,73999.99983821329,6166.666653184441,0.027084324383538968,0.0,0.1915633158094891,0,0,0,0,1
1,educational,0.0775,168.6,8.987196821,3.0,762,6659.958333,1321,16.5,0,0,0,0,Excellent,False,False,False,True,Low,True,False,False,False,Low DTI,True,False,False,Very Low,True,False,False,False,False,5400.183091377991,18.246461186301367,15+ years,False,False,False,True,59.055,49.5,0,8000.000002704212,666.6666668920177,0.25289999991451306,0.0,0.19031635352420168,0,0,0,0,1
1,all_other,0.0838,160.72,10.37349118,14.78,772,4379.0,4737,23.9,0,0,0,0,Excellent,False,False,False,True,Medium,False,True,False,False,Medium DTI,False,True,False,Low,False,True,False,False,False,5100.285283312145,11.997260273972604,10-15 years,False,False,True,False,64.6936,353.24199999999996,0,31999.999942980376,2666.6666619150315,0.0602700001073929,0.0,0.25210247061507574,0,0,0,0,1
1,credit_card,0.0901,159.03,11.19821472,9.96,722,3089.958333,23489,37.6,0,0,0,0,Good,False,False,True,False,Medium,False,True,False,False,Low DTI,True,False,False,Low,False,True,False,False,False,5000.253582576909,8.46563926849315,5-10 years,False,True,False,False,65.0522,374.49600000000004,0,72999.99999047139,6083.333332539282,0.026141917811631454,0.0,0.3503468567340565,0,0,0,0,1
1,debt_consolidation,0.0743,178.69,11.73606902,0.27,792,7488.958333,2817,10.2,0,0,0,0,Excellent,False,False,False,True,Low,True,False,False,False,Low DTI,True,False,False,Very Low,True,False,False,False,False,5750.451937588382,20.517694063013696,15+ years,False,False,False,True,58.845600000000005,2.754,0,125000.00046444529,10416.66670537044,0.017154239936262354,0.0,0.10675489184929615,0,0,0,0,1
1,credit_card,0.0743,155.38,10.71441777,1.12,782,5807.0,1783,0.0,1,0,0,0,Excellent,False,False,False,True,Low,True,False,False,False,Low DTI,True,False,False,Very Low,True,False,False,False,False,5000.3090383484405,15.90958904109589,15+ years,False,False,False,True,58.1026,0.0,0,45000.00005613948,3750.0000046782898,0.0414346666149751,0.1257103495780954,0.11675807438725377,0,0,0,0,1
1,small_business,0.1028,323.98,10.217422,10.7,712,1379.0,3534,54.4,0,0,0,0,Good,False,False,True,False,Medium,False,True,False,False,Medium DTI,False,True,False,Medium,False,False,True,False,False,9999.75144041054,3.778082191780822,< 5 years,True,False,False,False,73.1936,582.0799999999999,0,27376.000105891035,2281.3333421575862,0.14201344188201526,0.0,0.4181935322157174,0,0,0,0,1
1,small_business,0.1059,813.65,10.77895629,4.05,762,2729.958333,2422,23.3,0,0,0,0,Excellent,False,False,False,True,Medium,False,True,False,False,Low DTI,True,False,False,Low,False,True,False,False,False,25000.846734960447,7.479337898630137,5-10 years,False,True,False,False,80.69579999999999,94.365,0,48000.00000527866,4000.0000004398885,0.20341249997763028,0.0,0.25862049476623283,0,0,0,0,1
1,educational,0.0996,112.87,9.510444964,16.44,712,1649.958333,2864,41.1,1,0,0,0,Good,False,False,True,False,Medium,False,True,False,False,Medium DTI,False,True,False,Medium,False,False,True,False,False,3500.0174460834487,4.520433789041096,< 5 years,True,False,False,False,70.9152,675.6840000000001,0,13499.999994241962,1124.9999995201636,0.10032888893168129,0.44243541512511636,0.424029036673494,0,0,0,0,1
1,debt_consolidation,0.1596,94.88,10.86283777,12.57,627,1409.0,3075,92.3,1,0,0,0,Poor,True,False,False,False,High,False,False,True,False,Medium DTI,False,True,False,Very High,False,False,False,False,True,2700.265302791576,3.8602739726027395,< 5 years,True,False,False,False,100.0692,1160.211,0,52199.999797947916,4349.999983162326,0.02181149433729996,0.518097941802697,0.7424200663038336,0,0,0,1,1
1,small_business,0.1059,398.69,11.00209984,17.12,747,14008.95833,17214,8.1,2,1,0,0,Good,False,False,True,False,Medium,False,True,False,False,Medium DTI,False,True,False,Very Low,True,False,False,False,False,12250.460990304653,38.38070775342466,15+ years,False,False,False,True,79.1073,138.672,0,59999.99992774572,4999.9999939788095,0.07973800009602354,0.10421902654056935,0.3328050573110943,1,0,0,0,1
1,credit_card,0.1154,39.6,9.903487553,2.04,662,1139.0,1153,75.8,2,0,0,0,Fair,False,True,False,False,Medium,False,True,False,False,Low DTI,True,False,False,High,False,False,False,True,False,1200.180630543009,3.1205479452054794,< 5 years,True,False,False,False,76.3948,154.632,0,20000.00000927743,1666.666667439786,0.023759999988978413,1.2818261633011414,0.5190025654857163,0,0,0,1,1
1,credit_card,0.1343,678.08,11.88448902,10.15,682,4209.958333,41674,74.1,0,0,0,1,Fair,False,True,False,False,High,False,False,True,False,Medium DTI,False,True,False,High,False,False,False,True,False,20001.510427840614,11.53413241917808,10-15 years,False,False,True,False,91.5926,752.115,0,144999.99979660686,12083.333316383905,0.05611696559595728,0.0,0.5565077418000264,0,0,0,1,1
1,credit_card,0.1249,401.37,11.22524339,15.0,682,4479.0,43039,93.4,3,0,0,0,Fair,False,True,False,False,High,False,False,True,False,Medium DTI,False,True,False,Very High,False,False,False,False,True,11999.52308603847,12.271232876712329,10-15 years,False,False,True,False,85.1818,1401.0,0,74999.99981111637,6249.999984259698,0.06421920016173274,0.48894842598794375,0.5870871588573817,0,0,0,1,1
1,all_other,0.0964,205.45,11.00209984,7.72,712,2293.958333,3362,69.3,0,0,0,0,Good,False,False,True,False,Medium,False,True,False,False,Low DTI,True,False,False,High,False,False,False,True,False,6400.623893182021,6.284817350684931,5-10 years,False,True,False,False,68.6368,534.996,0,59999.99992774572,4999.9999939788095,0.04109000004948214,0.0,0.40977893679607863,0,0,0,0,1
1,debt_consolidation,0.1186,397.75,11.08214255,7.14,682,8730.0,11868,71.9,0,2,0,0,Fair,False,True,False,False,Medium,False,True,False,False,Low DTI,True,False,False,High,False,False,False,True,False,11999.402882514973,23.91780821917808,15+ years,False,False,False,True,80.8852,513.366,0,65000.000072944706,5416.666672745392,0.0734307691483633,0.0,0.5085494495843186,1,0,0,1,1
1,all_other,0.0743,155.38,10.59663473,2.55,772,8189.958333,2562,14.0,2,0,0,0,Excellent,False,False,False,True,Low,True,False,False,False,Low DTI,True,False,False,Very Low,True,False,False,False,False,5000.3090383484405,22.438242008219177,15+ years,False,False,False,True,57.3596,35.699999999999996,0,39999.99987615706,3333.3333230130884,0.04661400014432037,0.1782670852081367,0.16016933043498907,0,0,0,0,1
1,all_other,0.1028,113.39,9.903487553,1.5,682,1410.0,1882,32.4,0,0,0,0,Fair,False,True,False,False,Medium,False,True,False,False,Low DTI,True,False,False,Low,False,True,False,False,False,3499.8204081367708,3.863013698630137,< 5 years,True,False,False,False,70.1096,48.599999999999994,0,20000.00000927743,1666.666667439786,0.06803399996844096,0.0,0.400214978046821,0,0,0,0,1
1,debt_consolidation,0.1186,99.44,10.49551521,7.47,667,2550.0,1064,70.9,2,0,1,0,Fair,False,True,False,False,Medium,False,True,False,False,Low DTI,True,False,False,High,False,False,False,True,False,2999.926141137118,6.986301369863014,5-10 years,False,True,False,False,79.1062,529.623,0,36152.99993870255,3012.7499948918794,0.033006389567206244,0.5725490196078431,0.5368481250640735,0,1,0,1,1
1,credit_card,0.0807,109.79,11.49272276,8.52,752,4979.958333,6432,6.0,0,1,0,0,Excellent,False,False,False,True,Medium,False,True,False,False,Low DTI,True,False,False,Very Low,True,False,False,False,False,3499.9892379948415,13.643721460273971,10-15 years,False,False,True,False,60.68639999999999,51.12,0,98000.00023003448,8166.666685836207,0.013443673437831547,0.0,0.22946066711840135,1,0,0,0,1
1,all_other,0.1059,32.55,10.43382164,14.47,687,1110.0,4485,36.9,1,0,0,1,Fair,False,True,False,False,Medium,False,True,False,False,Medium DTI,False,True,False,Low,False,True,False,False,False,1000.1567765291741,3.041095890410959,< 5 years,True,False,False,False,72.7533,533.943,0,33989.999908561396,2832.4999923801165,0.011491615211849873,0.6576576576576576,0.46746779504257036,0,0,0,0,1
1,all_other,0.0996,112.87,11.26446411,11.06,702,4979.958333,16310,20.5,0,1,0,0,Good,False,False,True,False,Medium,False,True,False,False,Medium DTI,False,True,False,Low,False,True,False,False,False,3500.0174460834487,13.643721460273971,10-15 years,False,False,True,False,69.91919999999999,226.73000000000002,0,78000.00033760519,6500.000028133766,0.017364615309456613,0.0,0.3897313867289259,1,0,0,0,1
1,debt_consolidation,0.0964,160.51,11.77528973,8.55,712,5940.0,20969,40.2,0,0,0,0,Good,False,False,True,False,Medium,False,True,False,False,Low DTI,True,False,False,Medium,False,False,True,False,False,5000.5555662917795,16.273972602739725,15+ years,False,False,False,True,68.6368,343.71000000000004,0,130000.00007309658,10833.333339424715,0.014816307683976758,0.0,0.37725380524813235,0,0,0,0,1
